source,relation,target
手腕侧拨或扭曲,共现,释放点低
手腕侧拨或扭曲,共现,重心前冲
手腕侧拨或扭曲,提示,肘腕力线不直
无球蹬地起球同步,共现,三角肌前束
无球蹬地起球同步,共现,上下肢脱节
无球蹬地起球同步,共现,上肢提前主导
无球蹬地起球同步,共现,下肢压缩过深
无球蹬地起球同步,共现,下肢蹬伸链
无球蹬地起球同步,共现,伸髋不足
无球蹬地起球同步,共现,伸髋起球
无球蹬地起球同步,共现,出手高度低
无球蹬地起球同步,共现,前臂屈伸肌群
无球蹬地起球同步,共现,手快脚慢
无球蹬地起球同步,共现,手肘外翻
无球蹬地起球同步,共现,手腕侧拨或扭曲
无球蹬地起球同步,共现,核心抗前冲
无球蹬地起球同步,共现,核心稳定不足
无球蹬地起球同步,共现,核心稳定肌群
无球蹬地起球同步,共现,球路侧偏
无球蹬地起球同步,共现,球路偏左偏右
无球蹬地起球同步,共现,筋膜弹性与牵张反射
无球蹬地起球同步,共现,肘腕力线不直
无球蹬地起球同步,共现,肘腕释放链
无球蹬地起球同步,共现,股四头肌
无球蹬地起球同步,共现,肩胛稳定肌群
无球蹬地起球同步,共现,肱三头肌
无球蹬地起球同步,共现,腓肠肌
无球蹬地起球同步,共现,腘绳肌
无球蹬地起球同步,共现,膝髋伸展不足
无球蹬地起球同步,共现,臀大肌
无球蹬地起球同步,共现,证据不足
无球蹬地起球同步,共现,起球早于屈膝
无球蹬地起球同步,共现,起跳慢
无球蹬地起球同步,共现,足踝压弹链
无球蹬地起球同步,共现,蹬地起球不同步
无球蹬地起球同步,共现,躯干前倾过大
无球蹬地起球同步,共现,释放点低
无球蹬地起球同步,共现,重心前冲
无球蹬地起球同步,共现,髂腰肌
核心抗前冲,共现,三角肌前束
核心抗前冲,共现,上下肢脱节
核心抗前冲,共现,伸髋不足
核心抗前冲,共现,低位到高位起球
核心抗前冲,共现,出手高度低
核心抗前冲,共现,前臂屈伸肌群
核心抗前冲,共现,单手直线投篮
核心抗前冲,共现,压弹式起跳训练
核心抗前冲,共现,垫步触地即弹
核心抗前冲,共现,手快脚慢
核心抗前冲,共现,手肘外翻
核心抗前冲,共现,手腕侧拨或扭曲
核心抗前冲,共现,无球蹬地起球同步
核心抗前冲,共现,核心抗前冲定点投
核心抗前冲,共现,核心稳定不足
核心抗前冲,共现,核心稳定肌群
核心抗前冲,共现,球路侧偏
核心抗前冲,共现,球路偏左偏右
核心抗前冲,共现,肘腕力线不直
核心抗前冲,共现,股四头肌
核心抗前冲,共现,肩胛稳定肌群
核心抗前冲,共现,肱三头肌
核心抗前冲,共现,腓肠肌
核心抗前冲,共现,腘绳肌
核心抗前冲,共现,膝髋伸展不足
核心抗前冲,共现,臀大肌
核心抗前冲,共现,证据不足
核心抗前冲,共现,起球早于屈膝
核心抗前冲,共现,起跳慢
核心抗前冲,共现,蹬地起球不同步
核心抗前冲,共现,躯干前倾过大
核心抗前冲,共现,辅助手发力
核心抗前冲,共现,近筐节奏投
核心抗前冲,共现,释放点低
核心抗前冲,共现,重心前冲
核心抗前冲,相关肌群,核心稳定肌群
核心抗前冲定点投,共现,三角肌前束
核心抗前冲定点投,共现,上下肢脱节
核心抗前冲定点投,共现,上肢提前主导
核心抗前冲定点投,共现,下肢蹬伸链
核心抗前冲定点投,共现,伸髋不足
核心抗前冲定点投,共现,伸髋起球
核心抗前冲定点投,共现,出手高度低
核心抗前冲定点投,共现,前臂屈伸肌群
核心抗前冲定点投,共现,手快脚慢
核心抗前冲定点投,共现,手肘外翻
核心抗前冲定点投,共现,手腕侧拨或扭曲
核心抗前冲定点投,共现,核心抗前冲
核心抗前冲定点投,共现,核心稳定不足
核心抗前冲定点投,共现,核心稳定肌群
核心抗前冲定点投,共现,球路侧偏
核心抗前冲定点投,共现,球路偏左偏右
核心抗前冲定点投,共现,筋膜弹性与牵张反射
核心抗前冲定点投,共现,肘腕力线不直
核心抗前冲定点投,共现,肘腕释放链
核心抗前冲定点投,共现,股四头肌
核心抗前冲定点投,共现,肩胛稳定肌群
核心抗前冲定点投,共现,肱三头肌
核心抗前冲定点投,共现,腓肠肌
核心抗前冲定点投,共现,膝髋伸展不足
核心抗前冲定点投,共现,臀大肌
核心抗前冲定点投,共现,证据不足
核心抗前冲定点投,共现,起跳慢
核心抗前冲定点投,共现,足踝压弹链
核心抗前冲定点投,共现,蹬地起球不同步
核心抗前冲定点投,共现,躯干前倾过大
核心抗前冲定点投,共现,躯干旋转控制
核心抗前冲定点投,共现,辅助手发力
核心抗前冲定点投,共现,辅助手未及时分离
核心抗前冲定点投,共现,释放点低
核心抗前冲定点投,共现,重心前冲
核心稳定不足,共现,三角肌前束
核心稳定不足,共现,上下肢脱节
核心稳定不足,共现,上肢提前主导
核心稳定不足,共现,下肢蹬伸链
核心稳定不足,共现,伸髋不足
核心稳定不足,共现,伸髋起球
核心稳定不足,共现,低位到高位起球
核心稳定不足,共现,前臂屈伸肌群
核心稳定不足,共现,单手直线投篮
核心稳定不足,共现,压弹式起跳训练
核心稳定不足,共现,垫步触地即弹
核心稳定不足,共现,手快脚慢
核心稳定不足,共现,无球蹬地起球同步
核心稳定不足,共现,核心抗前冲
核心稳定不足,共现,核心抗前冲定点投
核心稳定不足,共现,核心稳定肌群
核心稳定不足,共现,球路侧偏
核心稳定不足,共现,筋膜弹性与牵张反射
核心稳定不足,共现,肘腕力线不直
核心稳定不足,共现,肘腕释放链
核心稳定不足,共现,股四头肌
核心稳定不足,共现,肱三头肌
核心稳定不足,共现,腓肠肌
核心稳定不足,共现,臀大肌
核心稳定不足,共现,证据不足
核心稳定不足,共现,起跳慢
核心稳定不足,共现,足踝压弹链
核心稳定不足,共现,躯干旋转控制
核心稳定不足,共现,辅助手发力
核心稳定不足,共现,近筐节奏投
核心稳定不足,共现,释放点低
核心稳定不足,共现,重心前冲
核心稳定不足,提示,重心前冲
核心稳定肌群,共现,上下肢脱节
核心稳定肌群,共现,上肢提前主导
核心稳定肌群,共现,下肢压缩过深
核心稳定肌群,共现,下肢蹬伸链
核心稳定肌群,共现,伸髋不足
核心稳定肌群,共现,伸髋起球
核心稳定肌群,共现,低位到高位起球
核心稳定肌群,共现,出手高度低
核心稳定肌群,共现,单手直线投篮
核心稳定肌群,共现,压弹式起跳训练
核心稳定肌群,共现,垫步触地即弹
核心稳定肌群,共现,手快脚慢
核心稳定肌群,共现,手肘外翻
核心稳定肌群,共现,手腕侧拨或扭曲
核心稳定肌群,共现,无球蹬地起球同步
核心稳定肌群,共现,核心抗前冲
核心稳定肌群,共现,核心抗前冲定点投
核心稳定肌群,共现,核心稳定不足
核心稳定肌群,共现,球路侧偏
核心稳定肌群,共现,球路偏左偏右
核心稳定肌群,共现,筋膜弹性与牵张反射
核心稳定肌群,共现,肘腕力线不直
核心稳定肌群,共现,肘腕释放链
核心稳定肌群,共现,膝髋伸展不足
核心稳定肌群,共现,证据不足
核心稳定肌群,共现,起跳慢
核心稳定肌群,共现,足踝压弹链
核心稳定肌群,共现,蹬地起球不同步
核心稳定肌群,共现,躯干前倾过大
核心稳定肌群,共现,躯干旋转控制
核心稳定肌群,共现,辅助手发力
核心稳定肌群,共现,辅助手未及时分离
核心稳定肌群,共现,近筐节奏投
核心稳定肌群,共现,释放点低
核心稳定肌群,共现,重心前冲
球路侧偏,共现,三角肌前束
球路侧偏,共现,上肢提前主导
球路侧偏,共现,下肢压缩过深
球路侧偏,共现,下肢蹬伸链
球路侧偏,共现,伸髋起球
球路侧偏,共现,低位到高位起球
球路侧偏,共现,出手高度低
球路侧偏,共现,前臂屈伸肌群
球路侧偏,共现,单手直线投篮
球路侧偏,共现,压弹式起跳训练
球路侧偏,共现,垫步触地即弹
球路侧偏,共现,手肘外翻
球路侧偏,共现,手腕侧拨或扭曲
球路侧偏,共现,无球蹬地起球同步
球路侧偏,共现,核心抗前冲
球路侧偏,共现,核心抗前冲定点投
球路侧偏,共现,核心稳定不足
球路侧偏,共现,核心稳定肌群
球路侧偏,共现,球路偏左偏右
球路侧偏,共现,筋膜弹性与牵张反射
球路侧偏,共现,肘腕释放链
球路侧偏,共现,股四头肌
球路侧偏,共现,肩胛稳定肌群
球路侧偏,共现,肱三头肌
球路侧偏,共现,腓肠肌
球路侧偏,共现,膝髋伸展不足
球路侧偏,共现,臀大肌
球路侧偏,共现,足踝压弹链
球路侧偏,共现,蹬地起球不同步
球路侧偏,共现,躯干前倾过大
球路侧偏,共现,躯干旋转控制
球路侧偏,共现,辅助手未及时分离
球路侧偏,共现,辅助手隔离训练
球路侧偏,共现,近筐节奏投
球路侧偏,涉及,躯干旋转控制
球路偏左偏右,共现,三角肌前束
球路偏左偏右,共现,上下肢脱节
球路偏左偏右,共现,上肢提前主导
球路偏左偏右,共现,下肢蹬伸链
球路偏左偏右,共现,伸髋不足
球路偏左偏右,共现,伸髋起球
球路偏左偏右,共现,低位到高位起球
球路偏左偏右,共现,前臂屈伸肌群
球路偏左偏右,共现,单手直线投篮
球路偏左偏右,共现,压弹式起跳训练
球路偏左偏右,共现,垫步触地即弹
球路偏左偏右,共现,手快脚慢
球路偏左偏右,共现,无球蹬地起球同步
球路偏左偏右,共现,核心抗前冲
球路偏左偏右,共现,核心抗前冲定点投
球路偏左偏右,共现,核心稳定肌群
球路偏左偏右,共现,球路侧偏
球路偏左偏右,共现,筋膜弹性与牵张反射
球路偏左偏右,共现,肘腕力线不直
球路偏左偏右,共现,肘腕释放链
球路偏左偏右,共现,股四头肌
球路偏左偏右,共现,肩胛稳定肌群
球路偏左偏右,共现,肱三头肌
球路偏左偏右,共现,腓肠肌
球路偏左偏右,共现,臀大肌
球路偏左偏右,共现,证据不足
球路偏左偏右,共现,起跳慢
球路偏左偏右,共现,足踝压弹链
球路偏左偏右,共现,躯干旋转控制
球路偏左偏右,共现,辅助手发力
球路偏左偏右,共现,辅助手隔离训练
球路偏左偏右,共现,近筐节奏投
球路偏左偏右,共现,释放点低
球路偏左偏右,共现,重心前冲
球路偏左偏右,提示,球路侧偏
筋膜弹性与牵张反射,共现,三角肌前束
筋膜弹性与牵张反射,共现,上下肢脱节
筋膜弹性与牵张反射,共现,下肢压缩过深
筋膜弹性与牵张反射,共现,伸髋不足
筋膜弹性与牵张反射,共现,低位到高位起球
筋膜弹性与牵张反射,共现,出手高度低
筋膜弹性与牵张反射,共现,前臂屈伸肌群
筋膜弹性与牵张反射,共现,单手直线投篮
筋膜弹性与牵张反射,共现,压弹式起跳训练
筋膜弹性与牵张反射,共现,垫步触地即弹
筋膜弹性与牵张反射,共现,手快脚慢
筋膜弹性与牵张反射,共现,手肘外翻
筋膜弹性与牵张反射,共现,无球蹬地起球同步
筋膜弹性与牵张反射,共现,核心抗前冲定点投
筋膜弹性与牵张反射,共现,核心稳定不足
筋膜弹性与牵张反射,共现,核心稳定肌群
筋膜弹性与牵张反射,共现,球路侧偏
筋膜弹性与牵张反射,共现,球路偏左偏右
筋膜弹性与牵张反射,共现,肘腕力线不直
筋膜弹性与牵张反射,共现,股四头肌
筋膜弹性与牵张反射,共现,肱三头肌
筋膜弹性与牵张反射,共现,腓肠肌
筋膜弹性与牵张反射,共现,膝髋伸展不足
筋膜弹性与牵张反射,共现,臀大肌
筋膜弹性与牵张反射,共现,证据不足
筋膜弹性与牵张反射,共现,起跳慢
筋膜弹性与牵张反射,共现,蹬地起球不同步
筋膜弹性与牵张反射,共现,躯干前倾过大
筋膜弹性与牵张反射,共现,辅助手发力
筋膜弹性与牵张反射,共现,辅助手未及时分离
筋膜弹性与牵张反射,共现,近筐节奏投
筋膜弹性与牵张反射,共现,释放点低
筋膜弹性与牵张反射,共现,重心前冲
肘腕力线不直,修正训练,单手直线投篮
肘腕力线不直,共现,三角肌前束
肘腕力线不直,共现,上肢提前主导
肘腕力线不直,共现,下肢压缩过深
肘腕力线不直,共现,下肢蹬伸链
肘腕力线不直,共现,伸髋起球
肘腕力线不直,共现,低位到高位起球
肘腕力线不直,共现,出手高度低
肘腕力线不直,共现,前臂屈伸肌群
肘腕力线不直,共现,单手直线投篮
肘腕力线不直,共现,压弹式起跳训练
肘腕力线不直,共现,垫步触地即弹
肘腕力线不直,共现,手肘外翻
肘腕力线不直,共现,手腕侧拨或扭曲
肘腕力线不直,共现,无球蹬地起球同步
肘腕力线不直,共现,核心抗前冲
肘腕力线不直,共现,核心抗前冲定点投
肘腕力线不直,共现,核心稳定不足
肘腕力线不直,共现,核心稳定肌群
肘腕力线不直,共现,球路偏左偏右
肘腕力线不直,共现,筋膜弹性与牵张反射
肘腕力线不直,共现,肘腕释放链
肘腕力线不直,共现,股四头肌
肘腕力线不直,共现,肱三头肌
肘腕力线不直,共现,腓肠肌
肘腕力线不直,共现,膝髋伸展不足
肘腕力线不直,共现,臀大肌
肘腕力线不直,共现,起球早于屈膝
肘腕力线不直,共现,足踝压弹链
肘腕力线不直,共现,蹬地起球不同步
肘腕力线不直,共现,躯干前倾过大
肘腕力线不直,共现,躯干旋转控制
肘腕力线不直,共现,辅助手未及时分离
肘腕力线不直,共现,辅助手隔离训练
肘腕力线不直,共现,近筐节奏投
肘腕力线不直,涉及,肘腕释放链
肘腕释放链,共现,三角肌前束
肘腕释放链,共现,上下肢脱节
肘腕释放链,共现,下肢压缩过深
肘腕释放链,共现,伸髋不足
肘腕释放链,共现,低位到高位起球
肘腕释放链,共现,出手高度低
肘腕释放链,共现,前臂屈伸肌群
肘腕释放链,共现,单手直线投篮
肘腕释放链,共现,压弹式起跳训练
肘腕释放链,共现,垫步触地即弹
肘腕释放链,共现,手快脚慢
肘腕释放链,共现,手肘外翻
肘腕释放链,共现,手腕侧拨或扭曲
肘腕释放链,共现,无球蹬地起球同步
肘腕释放链,共现,核心抗前冲定点投
肘腕释放链,共现,核心稳定不足
肘腕释放链,共现,核心稳定肌群
肘腕释放链,共现,球路侧偏
肘腕释放链,共现,球路偏左偏右
肘腕释放链,共现,肘腕力线不直
肘腕释放链,共现,股四头肌
肘腕释放链,共现,肩胛稳定肌群
肘腕释放链,共现,肱三头肌
肘腕释放链,共现,腓肠肌
肘腕释放链,共现,膝髋伸展不足
肘腕释放链,共现,臀大肌
肘腕释放链,共现,证据不足
肘腕释放链,共现,起球早于屈膝
肘腕释放链,共现,起跳慢
肘腕释放链,共现,蹬地起球不同步
肘腕释放链,共现,躯干前倾过大
肘腕释放链,共现,辅助手发力
肘腕释放链,共现,辅助手未及时分离
肘腕释放链,共现,辅助手隔离训练
肘腕释放链,共现,近筐节奏投
肘腕释放链,共现,释放点低
肘腕释放链,共现,重心前冲
肘腕释放链,相关肌群,前臂屈伸肌群
肘腕释放链,相关肌群,肱三头肌
股四头肌,共现,上下肢脱节
股四头肌,共现,上肢提前主导
股四头肌,共现,下肢压缩过深
股四头肌,共现,下肢蹬伸链
股四头肌,共现,伸髋不足
股四头肌,共现,伸髋起球
股四头肌,共现,低位到高位起球
股四头肌,共现,出手高度低
股四头肌,共现,单手直线投篮
股四头肌,共现,压弹式起跳训练
股四头肌,共现,垫步触地即弹
股四头肌,共现,手快脚慢
股四头肌,共现,手肘外翻
股四头肌,共现,手腕侧拨或扭曲
股四头肌,共现,无球蹬地起球同步
股四头肌,共现,核心抗前冲
股四头肌,共现,核心抗前冲定点投
股四头肌,共现,核心稳定不足
股四头肌,共现,球路侧偏
股四头肌,共现,球路偏左偏右
股四头肌,共现,筋膜弹性与牵张反射
股四头肌,共现,肘腕力线不直
股四头肌,共现,肘腕释放链
股四头肌,共现,膝髋伸展不足
股四头肌,共现,证据不足
股四头肌,共现,起球早于屈膝
股四头肌,共现,起跳慢
股四头肌,共现,足踝压弹链
股四头肌,共现,蹬地起球不同步
股四头肌,共现,躯干前倾过大
股四头肌,共现,躯干旋转控制
股四头肌,共现,辅助手发力
股四头肌,共现,辅助手未及时分离
股四头肌,共现,近筐节奏投
股四头肌,共现,释放点低
股四头肌,共现,重心前冲
肩胛稳定肌群,共现,上下肢脱节
肩胛稳定肌群,共现,上肢提前主导
肩胛稳定肌群,共现,下肢蹬伸链
肩胛稳定肌群,共现,低位到高位起球
肩胛稳定肌群,共现,垫步触地即弹
肩胛稳定肌群,共现,无球蹬地起球同步
肩胛稳定肌群,共现,核心抗前冲
肩胛稳定肌群,共现,核心抗前冲定点投
肩胛稳定肌群,共现,球路侧偏
肩胛稳定肌群,共现,球路偏左偏右
肩胛稳定肌群,共现,肘腕释放链
肩胛稳定肌群,共现,膝髋伸展不足
肩胛稳定肌群,共现,证据不足
肩胛稳定肌群,共现,足踝压弹链
肩胛稳定肌群,共现,蹬地起球不同步
肩胛稳定肌群,共现,躯干前倾过大
肩胛稳定肌群,共现,重心前冲
肱三头肌,共现,上下肢脱节
肱三头肌,共现,上肢提前主导
肱三头肌,共现,下肢压缩过深
肱三头肌,共现,下肢蹬伸链
肱三头肌,共现,伸髋不足
肱三头肌,共现,伸髋起球
肱三头肌,共现,低位到高位起球
肱三头肌,共现,出手高度低
肱三头肌,共现,压弹式起跳训练
肱三头肌,共现,垫步触地即弹
肱三头肌,共现,手快脚慢
肱三头肌,共现,手肘外翻
肱三头肌,共现,手腕侧拨或扭曲
肱三头肌,共现,无球蹬地起球同步
肱三头肌,共现,核心抗前冲
肱三头肌,共现,核心抗前冲定点投
肱三头肌,共现,核心稳定不足
肱三头肌,共现,球路侧偏
肱三头肌,共现,球路偏左偏右
肱三头肌,共现,筋膜弹性与牵张反射
肱三头肌,共现,肘腕力线不直
肱三头肌,共现,肘腕释放链
肱三头肌,共现,膝髋伸展不足
肱三头肌,共现,证据不足
肱三头肌,共现,起跳慢
肱三头肌,共现,足踝压弹链
肱三头肌,共现,蹬地起球不同步
肱三头肌,共现,躯干前倾过大
肱三头肌,共现,躯干旋转控制
肱三头肌,共现,辅助手发力
肱三头肌,共现,辅助手未及时分离
肱三头肌,共现,近筐节奏投
肱三头肌,共现,释放点低
肱三头肌,共现,重心前冲
腓肠肌,共现,上下肢脱节
腓肠肌,共现,上肢提前主导
腓肠肌,共现,下肢压缩过深
腓肠肌,共现,下肢蹬伸链
腓肠肌,共现,伸髋不足
腓肠肌,共现,伸髋起球
腓肠肌,共现,低位到高位起球
腓肠肌,共现,出手高度低
腓肠肌,共现,单手直线投篮
腓肠肌,共现,压弹式起跳训练
腓肠肌,共现,垫步触地即弹
腓肠肌,共现,手快脚慢
腓肠肌,共现,手肘外翻
腓肠肌,共现,手腕侧拨或扭曲
腓肠肌,共现,无球蹬地起球同步
腓肠肌,共现,核心抗前冲
腓肠肌,共现,核心抗前冲定点投
腓肠肌,共现,核心稳定不足
腓肠肌,共现,球路侧偏
腓肠肌,共现,球路偏左偏右
腓肠肌,共现,筋膜弹性与牵张反射
腓肠肌,共现,肘腕力线不直
腓肠肌,共现,肘腕释放链
腓肠肌,共现,膝髋伸展不足
腓肠肌,共现,证据不足
腓肠肌,共现,起跳慢
腓肠肌,共现,足踝压弹链
腓肠肌,共现,蹬地起球不同步
腓肠肌,共现,躯干前倾过大
腓肠肌,共现,躯干旋转控制
腓肠肌,共现,辅助手发力
腓肠肌,共现,辅助手未及时分离
腓肠肌,共现,近筐节奏投
腓肠肌,共现,释放点低
腓肠肌,共现,重心前冲
腘绳肌,共现,上下肢脱节
腘绳肌,共现,上肢提前主导
腘绳肌,共现,下肢蹬伸链
腘绳肌,共现,低位到高位起球
腘绳肌,共现,垫步触地即弹
腘绳肌,共现,无球蹬地起球同步
腘绳肌,共现,核心抗前冲
腘绳肌,共现,膝髋伸展不足
腘绳肌,共现,证据不足
腘绳肌,共现,足踝压弹链
腘绳肌,共现,蹬地起球不同步
腘绳肌,共现,重心前冲
膝髋伸展不足,共现,三角肌前束
膝髋伸展不足,共现,上下肢脱节
膝髋伸展不足,共现,上肢提前主导
膝髋伸展不足,共现,下肢蹬伸链
膝髋伸展不足,共现,伸髋不足
膝髋伸展不足,共现,伸髋带动起球
膝髋伸展不足,共现,伸髋起球
膝髋伸展不足,共现,低位到高位起球
膝髋伸展不足,共现,前臂屈伸肌群
膝髋伸展不足,共现,单手直线投篮
膝髋伸展不足,共现,压弹式起跳训练
膝髋伸展不足,共现,垫步触地即弹
膝髋伸展不足,共现,手快脚慢
膝髋伸展不足,共现,无球蹬地起球同步
膝髋伸展不足,共现,核心抗前冲
膝髋伸展不足,共现,核心抗前冲定点投
膝髋伸展不足,共现,核心稳定肌群
膝髋伸展不足,共现,球路侧偏
膝髋伸展不足,共现,筋膜弹性与牵张反射
膝髋伸展不足,共现,肘腕力线不直
膝髋伸展不足,共现,肘腕释放链
膝髋伸展不足,共现,股四头肌
膝髋伸展不足,共现,肩胛稳定肌群
膝髋伸展不足,共现,肱三头肌
膝髋伸展不足,共现,腓肠肌
膝髋伸展不足,共现,腘绳肌
膝髋伸展不足,共现,臀大肌
膝髋伸展不足,共现,证据不足
膝髋伸展不足,共现,起跳慢
膝髋伸展不足,共现,足踝压弹链
膝髋伸展不足,共现,躯干旋转控制
膝髋伸展不足,共现,辅助手发力
膝髋伸展不足,共现,近筐节奏投
膝髋伸展不足,共现,释放点低
膝髋伸展不足,共现,重心前冲
膝髋伸展不足,共现,髂腰肌
膝髋伸展不足,提示,释放点低
臀大肌,共现,上下肢脱节
臀大肌,共现,上肢提前主导
臀大肌,共现,下肢蹬伸链
臀大肌,共现,伸髋不足
臀大肌,共现,伸髋带动起球
臀大肌,共现,伸髋起球
臀大肌,共现,压弹式起跳训练
臀大肌,共现,垫步触地即弹
臀大肌,共现,手快脚慢
臀大肌,共现,手肘外翻
臀大肌,共现,无球蹬地起球同步
臀大肌,共现,核心抗前冲
臀大肌,共现,核心抗前冲定点投
臀大肌,共现,核心稳定不足
臀大肌,共现,球路侧偏
臀大肌,共现,球路偏左偏右
臀大肌,共现,筋膜弹性与牵张反射
臀大肌,共现,肘腕力线不直
臀大肌,共现,肘腕释放链
臀大肌,共现,膝髋伸展不足
臀大肌,共现,证据不足
臀大肌,共现,起球早于屈膝
臀大肌,共现,起跳慢
臀大肌,共现,足踝压弹链
臀大肌,共现,蹬地起球不同步
臀大肌,共现,躯干前倾过大
臀大肌,共现,躯干旋转控制
臀大肌,共现,辅助手发力
臀大肌,共现,近筐节奏投
臀大肌,共现,重心前冲
证据不足,共现,三角肌前束
证据不足,共现,上肢提前主导
证据不足,共现,下肢压缩过深
证据不足,共现,下肢蹬伸链
证据不足,共现,伸髋带动起球
证据不足,共现,伸髋起球
证据不足,共现,低位到高位起球
证据不足,共现,出手高度低
证据不足,共现,前臂屈伸肌群
证据不足,共现,单手直线投篮
证据不足,共现,压弹式起跳训练
证据不足,共现,垫步触地即弹
证据不足,共现,手肘外翻
证据不足,共现,手腕侧拨或扭曲
证据不足,共现,无球蹬地起球同步
证据不足,共现,核心抗前冲
证据不足,共现,核心抗前冲定点投
证据不足,共现,核心稳定不足
证据不足,共现,核心稳定肌群
证据不足,共现,球路偏左偏右
证据不足,共现,筋膜弹性与牵张反射
证据不足,共现,肘腕释放链
证据不足,共现,股四头肌
证据不足,共现,肩胛稳定肌群
证据不足,共现,肱三头肌
证据不足,共现,腓肠肌
证据不足,共现,腘绳肌
证据不足,共现,膝髋伸展不足
证据不足,共现,臀大肌
证据不足,共现,起球早于屈膝
证据不足,共现,足踝压弹链
证据不足,共现,蹬地起球不同步
证据不足,共现,躯干前倾过大
证据不足,共现,躯干旋转控制
证据不足,共现,辅助手未及时分离
证据不足,共现,辅助手隔离训练
证据不足,共现,近筐节奏投
证据不足,共现,髂腰肌
起球早于屈膝,共现,三角肌前束
起球早于屈膝,共现,上下肢脱节
起球早于屈膝,共现,下肢蹬伸链
起球早于屈膝,共现,伸髋不足
起球早于屈膝,共现,伸髋带动起球
起球早于屈膝,共现,伸髋起球
起球早于屈膝,共现,低位到高位起球
起球早于屈膝,共现,前臂屈伸肌群
起球早于屈膝,共现,手快脚慢
起球早于屈膝,共现,无球蹬地起球同步
起球早于屈膝,共现,核心抗前冲
起球早于屈膝,共现,肘腕力线不直
起球早于屈膝,共现,肘腕释放链
起球早于屈膝,共现,股四头肌
起球早于屈膝,共现,臀大肌
起球早于屈膝,共现,证据不足
起球早于屈膝,共现,近筐节奏投
起球早于屈膝,共现,释放点低
起球早于屈膝,共现,重心前冲
起球早于屈膝,共现,髂腰肌
起球早于屈膝,提示,手快脚慢
起跳慢,修正训练,压弹式起跳训练
起跳慢,共现,三角肌前束
起跳慢,共现,上肢提前主导
起跳慢,共现,下肢压缩过深
起跳慢,共现,下肢蹬伸链
起跳慢,共现,伸髋起球
起跳慢,共现,低位到高位起球
起跳慢,共现,前臂屈伸肌群
起跳慢,共现,单手直线投篮
起跳慢,共现,压弹式起跳训练
起跳慢,共现,垫步触地即弹
起跳慢,共现,手肘外翻
起跳慢,共现,手腕侧拨或扭曲
起跳慢,共现,无球蹬地起球同步
起跳慢,共现,核心抗前冲
起跳慢,共现,核心抗前冲定点投
起跳慢,共现,核心稳定不足
起跳慢,共现,核心稳定肌群
起跳慢,共现,球路偏左偏右
起跳慢,共现,筋膜弹性与牵张反射
起跳慢,共现,肘腕释放链
起跳慢,共现,股四头肌
起跳慢,共现,肱三头肌
起跳慢,共现,腓肠肌
起跳慢,共现,膝髋伸展不足
起跳慢,共现,臀大肌
起跳慢,共现,足踝压弹链
起跳慢,共现,蹬地起球不同步
起跳慢,共现,躯干前倾过大
起跳慢,共现,躯干旋转控制
起跳慢,共现,辅助手未及时分离
起跳慢,共现,近筐节奏投
起跳慢,涉及,筋膜弹性与牵张反射
起跳慢,涉及,足踝压弹链
足踝压弹链,共现,三角肌前束
足踝压弹链,共现,上下肢脱节
足踝压弹链,共现,下肢压缩过深
足踝压弹链,共现,伸髋不足
足踝压弹链,共现,低位到高位起球
足踝压弹链,共现,出手高度低
足踝压弹链,共现,前臂屈伸肌群
足踝压弹链,共现,单手直线投篮
足踝压弹链,共现,压弹式起跳训练
足踝压弹链,共现,垫步触地即弹
足踝压弹链,共现,手快脚慢
足踝压弹链,共现,手肘外翻
足踝压弹链,共现,手腕侧拨或扭曲
足踝压弹链,共现,无球蹬地起球同步
足踝压弹链,共现,核心抗前冲定点投
足踝压弹链,共现,核心稳定不足
足踝压弹链,共现,核心稳定肌群
足踝压弹链,共现,球路侧偏
足踝压弹链,共现,球路偏左偏右
足踝压弹链,共现,肘腕力线不直
足踝压弹链,共现,股四头肌
足踝压弹链,共现,肩胛稳定肌群
足踝压弹链,共现,肱三头肌
足踝压弹链,共现,腓肠肌
足踝压弹链,共现,腘绳肌
足踝压弹链,共现,膝髋伸展不足
足踝压弹链,共现,臀大肌
足踝压弹链,共现,证据不足
足踝压弹链,共现,起跳慢
足踝压弹链,共现,蹬地起球不同步
足踝压弹链,共现,躯干前倾过大
足踝压弹链,共现,辅助手发力
足踝压弹链,共现,辅助手未及时分离
足踝压弹链,共现,近筐节奏投
足踝压弹链,共现,释放点低
足踝压弹链,共现,重心前冲
蹬地起球不同步,共现,三角肌前束
蹬地起球不同步,共现,上下肢脱节
蹬地起球不同步,共现,上肢提前主导
蹬地起球不同步,共现,下肢蹬伸链
蹬地起球不同步,共现,伸髋不足
蹬地起球不同步,共现,伸髋带动起球
蹬地起球不同步,共现,伸髋起球
蹬地起球不同步,共现,低位到高位起球
蹬地起球不同步,共现,前臂屈伸肌群
蹬地起球不同步,共现,单手直线投篮
蹬地起球不同步,共现,压弹式起跳训练
蹬地起球不同步,共现,垫步触地即弹
蹬地起球不同步,共现,手快脚慢
蹬地起球不同步,共现,无球蹬地起球同步
蹬地起球不同步,共现,核心抗前冲
蹬地起球不同步,共现,核心抗前冲定点投
蹬地起球不同步,共现,核心稳定肌群
蹬地起球不同步,共现,球路侧偏
蹬地起球不同步,共现,筋膜弹性与牵张反射
蹬地起球不同步,共现,肘腕力线不直
蹬地起球不同步,共现,肘腕释放链
